AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-73624,MAHATMA GANDHI COLLEGE OF PHARMACY,Tamil Nadu,Tenkasi,https://www.mahatmagandhipharmacy.org/,2024,Rural,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHATMA GANDHI COLLEGE OF PHARMACY, Tenkasi District, Tamil Nadu",NULL,NULL,"MAHATMA GANDHI COLLEGE OF PHARMACY is a healthcare education institution situated in Tenkasi District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (https://www.mahatmagandhipharmacy.org/); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-14768,Mahendhira  College of Education,Tamil Nadu,Namakkal,www.mahendraeducation.org,2005,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahendhira  College of Education, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendhira  College of Education is a teacher education institution located in Namakkal District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mahendraeducation.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14961,Mahendhra College of Education,Tamil Nadu,Namakkal,www.mahendraeducation.in,2007,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahendhra College of Education, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendhra College of Education is a teacher education institution located in Namakkal District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mahendraeducation.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-67799,MAHENDRA COLLEGE OF ALLIED HEALTH SCIENCE,Tamil Nadu,Salem,www.mahendrahealthscience.org,2021,Rural,Health Sciences College,NULL,"Recognized by Government of Tamil Nadu; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHENDRA COLLEGE OF ALLIED HEALTH SCIENCE, Salem District, Tamil Nadu",NULL,NULL,"MAHENDRA COLLEGE OF ALLIED HEALTH SCIENCE is a healthcare education institution situated in Salem District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mahendrahealthscience.org); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-14605,Mahendra College of Education,Tamil Nadu,Salem,http://mahendraeducation.com,2006,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahendra College of Education, Salem District, Tamil Nadu",NULL,NULL,"Mahendra College of Education is a teacher education institution located in Salem District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (http://mahendraeducation.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-37074,Mahendra College of Engineering,Tamil Nadu,Salem,www.mahendracollege.com,2005,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahendra College of Engineering, Salem District, Tamil Nadu",NULL,NULL,"Mahendra College of Engineering is a technical education institution located in Salem District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mahendracollege.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-67727,MAHENDRA COLLEGE OF NURSING,Tamil Nadu,Salem,www.mahendra.org,2021,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHENDRA COLLEGE OF NURSING, Salem District, Tamil Nadu",NULL,NULL,"MAHENDRA COLLEGE OF NURSING is a healthcare education institution situated in Salem District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mahendra.org); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-67728,MAHENDRA COLLEGE OF PHYSIOTHERAPY,Tamil Nadu,Salem,www.mahendraphysiotherapy.org,2021,Rural,Health Sciences College,NULL,"Recognized by Government of Tamil Nadu; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHENDRA COLLEGE OF PHYSIOTHERAPY, Salem District, Tamil Nadu",NULL,NULL,"MAHENDRA COLLEGE OF PHYSIOTHERAPY is a healthcare education institution situated in Salem District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mahendraphysiotherapy.org); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-36978,Mahendra Engineering College for Women,Tamil Nadu,Namakkal,www.mecw.org,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahendra Engineering College for Women, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendra Engineering College for Women is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mecw.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-36952,Mahendra Institute of Engineering and  Technology,Tamil Nadu,Namakkal,www.miet.asia,2009,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahendra Institute of Engineering and  Technology, Namakkal District, Tamil Nadu",NULL,NULL,"Mahendra Institute of Engineering and  Technology is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.miet.asia); Anna University Affiliated Colleges Directory; AICTE Portal
C-75404,MAHENDRA INSTITUTE OF MEDICAL AND PHARMACEUTICAL SCIENCES,Tamil Nadu,Namakkal,NULL,2025,Rural,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHENDRA INSTITUTE OF MEDICAL AND PHARMACEUTICAL SCIENCES, Namakkal District, Tamil Nadu",NULL,NULL,"MAHENDRA INSTITUTE OF MEDICAL AND PHARMACEUTICAL SCIENCES is a healthcare education institution situated in Namakkal District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,Tamil Nadu Health Department Selection Committee Directory (tnhealth.tn.gov.in); TN Dr MGR Medical University Records
C-16468,Mailam Engineering College,Tamil Nadu,Viluppuram,www.mailamengg.com,1998,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mailam Engineering College, Viluppuram District, Tamil Nadu",NULL,NULL,"Mailam Engineering College is a technical education institution located in Viluppuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mailamengg.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-61938,MAILAM NURSING COLLEGE,Tamil Nadu,Viluppuram,mnc.ac.in,2019,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAILAM NURSING COLLEGE, Viluppuram District, Tamil Nadu",NULL,NULL,"MAILAM NURSING COLLEGE is a healthcare education institution situated in Viluppuram District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (mnc.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-73349,M A K COLLEGE OF ARTS AND SCIENCE FOR WOMEN,Tamil Nadu,Sivaganga,NULL,2024,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Alagappa University,NULL,"M A K COLLEGE OF ARTS AND SCIENCE FOR WOMEN, Sivaganga District, Tamil Nadu",NULL,NULL,"M A K COLLEGE OF ARTS AND SCIENCE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Sivaganga District, Tamil Nadu, affiliated with Alagappa University.",NULL,active,Alagappa University Affiliated Colleges Directory; UGC Recognized Colleges Portal (ugc.gov.in)
C-41165,"Malankara Catholic College, Mariagiri, Kaliakkavillai, Kanyakumari Dist.",Tamil Nadu,Kanniyakumari,www.malankara.edu.in,1998,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"Malankara Catholic College, Mariagiri, Kaliakkavillai, Kanyakumari Dist., Kanniyakumari District, Tamil Nadu",NULL,NULL,"Malankara Catholic College, Mariagiri, Kaliakkavillai, Kanyakumari Dist. is an undergraduate and postgraduate higher education institution located in Kanniyakumari District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (www.malankara.edu.in); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-43990,MALOLAN COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Chengalpattu,www.srimalolancollege.ac.in,2010,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MALOLAN COLLEGE OF ARTS AND SCIENCE, Chengalpattu District, Tamil Nadu",NULL,NULL,"MALOLAN COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Chengalpattu District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.srimalolancollege.ac.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-25064,M.A.M. B. School,Tamil Nadu,Tiruchirappalli,www.mambs.com,2010,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"M.A.M. B. School, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M. B. School is an undergraduate and postgraduate higher education institution located in Tiruchirappalli District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.mambs.com); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14935,M.A.M College of Education,Tamil Nadu,Tiruchirappalli,www.mamcoe.com,2009,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"M.A.M College of Education, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M College of Education is a teacher education institution located in Tiruchirappalli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mamcoe.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-25012,M.A.M. College of Engineering,Tamil Nadu,Tiruchirappalli,www.mamce.org,1999,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"M.A.M. College of Engineering, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M. College of Engineering is a technical education institution located in Tiruchirappalli District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mamce.org); Anna University Affiliated Colleges Directory; AICTE Portal
C-25045,M.A.M. College of Engineering and Technology,Tamil Nadu,Tiruchirappalli,www.mamcet.com,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"M.A.M. College of Engineering and Technology, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M. College of Engineering and Technology is a technical education institution located in Tiruchirappalli District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mamcet.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-45721,"M.A.M. COLLEGE OF NURSING (Inst. Code - 475), THIRUCHIRAPPALLI",Tamil Nadu,Tiruchirappalli,www.mamcon.org,2011,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"M.A.M. COLLEGE OF NURSING (Inst. Code - 475), THIRUCHIRAPPALLI, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M. COLLEGE OF NURSING (Inst. Code - 475), THIRUCHIRAPPALLI is a healthcare education institution situated in Tiruchirappalli District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mamcon.org); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-25007,M.A.M. School of Engineering,Tamil Nadu,Tiruchirappalli,www.mamse.in,2010,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"M.A.M. School of Engineering, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"M.A.M. School of Engineering is a technical education institution located in Tiruchirappalli District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mamse.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-63596,Manbumigu Dr Puratchithalaivar M G R  Govt  Arts and Science College,Tamil Nadu,Cuddalore,www.mgrgasckmkoil.in,2017,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Manbumigu Dr Puratchithalaivar M G R  Govt  Arts and Science College, Cuddalore District, Tamil Nadu",NULL,NULL,"Manbumigu Dr Puratchithalaivar M G R  Govt  Arts and Science College is an undergraduate and postgraduate higher education institution located in Cuddalore District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.mgrgasckmkoil.in); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-70218,MANGALAM COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Thiruvallur,www.mangalamcollegeofartsandscience,2022,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MANGALAM COLLEGE OF ARTS AND SCIENCE, Thiruvallur District, Tamil Nadu",NULL,NULL,"MANGALAM COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Thiruvallur District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.mangalamcollegeofartsandscience); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-14982,Mangalam College of Education,Tamil Nadu,Thiruvallur,www.mangalamcollegeofeducation.com,2015,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mangalam College of Education, Thiruvallur District, Tamil Nadu",NULL,NULL,"Mangalam College of Education is a teacher education institution located in Thiruvallur District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mangalamcollegeofeducation.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-58922,MANGALAM COLLEGE OF EDUCATION,Tamil Nadu,Erode,www.mangalamcoe.ac.in,2006,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"MANGALAM COLLEGE OF EDUCATION, Erode District, Tamil Nadu",NULL,NULL,"MANGALAM COLLEGE OF EDUCATION is a teacher education institution located in Erode District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mangalamcoe.ac.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-36572,MANGAYARKARASI  COLLEGE OF ARTS & SCIENCE FOR WOMEN,Tamil Nadu,Madurai,www.mcw-madurai.ac.in,1997,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MANGAYARKARASI  COLLEGE OF ARTS & SCIENCE FOR WOMEN, Madurai District, Tamil Nadu",NULL,NULL,"MANGAYARKARASI  COLLEGE OF ARTS & SCIENCE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.mcw-madurai.ac.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
